Loan_ID,Account_Number,Origination_Date,First_Payment_Date,Maturity_Date,Original_Amount,Current_Balance,Interest_Rate,Original_Term_Months,Remaining_Term_Months,Monthly_Payment,Loan_Purpose,Origination_Channel,Grade,Sub_Grade,Internal_Risk_Rating,Loan_Status,Days_Past_Due,DPD_Bucket,Times_30_DPD,Times_60_DPD,Times_90_DPD,Max_DPD_Ever,Months_Since_Last_Delinq,FICO_Origination,FICO_Current,FICO_Delta,Application_Score,Behavioral_Score,PD_Model_Score,LGD_Estimate,Expected_Loss,Annual_Income,Monthly_Income,Monthly_Debt_Payments,DTI_Front,DTI_Back,Income_Verification,Employment_Status,Employment_Length_Years,Employer_Name,Job_Title,Housing_Status,Monthly_Housing_Payment,Co_Borrower_Flag,Borrower_State,Borrower_City,Borrower_Zip,Open_Credit_Lines,Total_Credit_Lines,Revolving_Balance,Revolving_Utilization_Pct,Total_Revolving_Limit,Inquiries_Last_6Mo,Derogatory_Marks,Public_Records,Collections_12Mo,Earliest_Credit_Line,Credit_History_Months,Bankruptcy_Flag,Total_Payments_Made,Total_Principal_Paid,Total_Interest_Paid,Last_Payment_Date,Last_Payment_Amount,Next_Payment_Due,Payment_Method,Autopay_Enrolled,Origination_Fee_Pct,Origination_Fee_Amount,Late_Fees_Charged,NSF_Fees,Total_Fees,Recoveries,Net_Loss,Hardship_Flag,Modification_Flag,Forbearance_Flag,TDR_Flag,Months_On_Book,Seasoning_Bucket,Pool_ID,Servicer_ID,Investor_Code,Vintage_Year,Vintage_Quarter,Cutoff_Date,Reporting_Date
USL0000224,ACCT6699093,05/15/2020,06/01/2020,04/14/2026,56600,18512.92,6.73,72,15,957.65,Vacation,Branch,A,A3,1,Current,0,Current,0,0,0,0,76.0,702,723,21,704,665.0,0.001,0.339,6.28,54859.34,4571.61,2638.75,20.9,57.7,Verified,Self-Employed,4,Amazon,Specialist,Mortgage,663.7,0,TN,TN City,66763,21,39,1361.2,57.6,2363.19,1,1,0,1,07/21/1995,359,0,57,38087.08,16498.97,11/19/2024,912.05,03/01/2025,Mobile App,0,1.0,566.0,0.0,0,566.0,0.0,0.0,0,0,0,0,57,49+,POOL-2020-C,SVC003,INV_B,2020,2020Q2,01/31/2025,02/01/2025
USL0000225,ACCT3571486,07/30/2022,08/01/2022,06/28/2028,14600,9429.17,9.28,72,42,265.21,Debt Consolidation,Direct Mail,B,B2,2,Current,0,Current,0,0,0,0,42.0,711,717,6,666,683.0,0.0216,0.451,91.86,119642.81,9970.23,2364.85,2.7,23.7,Verified,Employed,17,Berkshire Hathaway,Teacher,Rent,2853.22,0,IA,IA City,10660,18,35,791.62,79.2,999.52,0,1,0,1,03/13/1994,376,0,30,5170.83,2785.47,01/16/2025,279.16,03/01/2025,ACH,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,30,25-36,POOL-2022-A,SVC001,INV_A,2022,2022Q3,01/31/2025,02/01/2025
USL0000226,ACCT6800797,07/15/2022,08/01/2022,06/24/2026,40500,18267.19,16.84,48,17,1165.28,Auto Repair,Broker,C,C4,3,Current,0,Current,0,0,0,0,,593,596,3,605,601.0,0.0594,0.107,116.1,44522.29,3710.19,2381.5,31.4,64.2,Not Verified,Employed,12,Healthcare,Nurse,Other,1053.38,0,MI,Detroit,28916,14,22,6515.72,53.8,12111.0,0,0,0,0,12/13/1997,330,0,31,22232.81,13890.87,10/20/2024,1008.37,03/01/2025,Auto-Pay,1,4.0,1620.0,0.0,0,1620.0,0.0,0.0,0,0,0,0,31,25-36,POOL-2022-C,SVC003,INV_C,2022,2022Q3,01/31/2025,02/01/2025
USL0000227,ACCT4547991,12/30/2019,01/01/2020,12/14/2022,25300,3795.0,6.22,36,0,772.2,Moving/Relocation,Broker,A,A2,1,Current,0,Current,0,0,0,0,,684,726,42,690,715.0,0.001,0.412,1.56,154607.41,12883.95,2991.68,6.0,23.2,Source Verified,Employed,16,Apple,Administrator,Rent,3379.37,0,VA,VA City,68684,16,21,61353.51,53.9,113828.4,0,0,0,0,09/02/2010,175,0,36,21505.0,6294.2,11/22/2024,790.08,03/01/2025,Check,1,6.0,1518.0,0.0,0,1518.0,0.0,0.0,1,0,0,0,62,49+,POOL-2019-B,SVC003,INV_B,2019,2019Q4,01/31/2025,02/01/2025
USL0000228,ACCT9077735,06/05/2023,07/01/2023,05/25/2025,16600,4841.67,9.89,24,4,765.16,Moving/Relocation,Online,B,B2,2,Current,0,Current,0,0,0,0,,656,658,2,655,701.0,0.0416,0.308,62.04,34311.66,2859.3,2091.34,26.8,65.0,Verified,Retired,11,Walmart,Specialist,Rent,572.02,0,OR,OR City,80877,9,16,41117.99,37.8,108777.75,0,0,2,2,05/22/1994,373,0,20,11758.33,3544.87,01/05/2025,739.28,03/01/2025,Check,0,2.0,332.0,0.0,0,332.0,0.0,0.0,0,1,0,0,20,13-24,POOL-2023-D,SVC003,RETAINED,2023,2023Q2,01/31/2025,02/01/2025
USL0000229,ACCT3214649,02/11/2019,03/01/2019,01/10/2025,37400,34514.66,17.4,72,0,840.37,Wedding,Branch,C,C5,3,60 DPD,60,60 DPD,4,4,4,360,42.0,623,635,12,631,633.0,0.06,0.263,544.64,157562.43,13130.2,2133.08,6.4,16.2,Verified,Employed,0,Berkshire Hathaway,Nurse,Rent,1341.8,0,MI,Ann Arbor,81368,28,31,20267.4,51.6,39277.91,4,1,0,0,04/16/2016,107,0,71,2885.34,56780.93,01/15/2025,696.75,,Online Portal,0,4.0,1496.0,67.66,0,1563.66,0.0,0.0,0,0,0,0,72,49+,POOL-2019-C,SVC002,INV_A,2019,2019Q1,01/31/2025,02/01/2025
USL0000230,ACCT2517363,07/28/2021,08/01/2021,07/02/2026,46000,18630.0,5.17,60,18,871.66,Vacation,Call Center,A,A1,1,Current,0,Current,1,0,0,30,10.0,756,734,-22,693,685.0,0.001,0.179,3.33,140930.22,11744.18,2986.67,7.4,25.4,Verified,Retired,17,Berkshire Hathaway,Consultant,Rent,3099.27,0,FL,Tampa,15515,11,19,603.55,47.4,1273.31,1,2,0,0,12/24/2017,86,0,42,27370.0,9239.72,11/22/2024,977.71,03/01/2025,ACH,1,0.0,0.0,32.1,0,32.1,0.0,0.0,0,0,0,1,42,37-48,POOL-2021-A,SVC001,INV_C,2021,2021Q3,01/31/2025,02/01/2025
USL0000231,ACCT3017179,06/28/2024,07/01/2024,05/23/2031,26300,24437.08,25.72,84,77,677.85,Debt Consolidation,Mobile App,E,E4,5,Current,0,Current,1,0,0,30,,535,509,-26,556,618.0,0.1067,0.295,769.19,51956.27,4329.69,1242.94,15.7,28.7,Not Verified,Self-Employed,27,Alphabet,Consultant,Rent,3138.8,1,OK,OK City,49741,28,45,2445.15,59.4,4116.41,6,0,0,0,10/08/2014,125,0,7,1862.92,2882.03,12/11/2024,799.67,03/01/2025,Mobile App,1,0.0,0.0,21.04,0,21.04,0.0,0.0,0,0,0,0,7,0-12,POOL-2024-C,SVC002,INV_D,2024,2024Q2,01/31/2025,02/01/2025
USL0000232,ACCT8133583,07/18/2023,08/01/2023,06/21/2028,38800,28906.0,5.21,60,42,735.94,Debt Consolidation,Mobile App,A,A2,1,Current,0,Current,0,0,0,0,,782,821,39,729,755.0,0.001,0.538,15.55,84075.75,7006.31,993.9,10.5,14.2,Verified,Employed,24,McKesson,Associate,Own,0.0,0,AZ,AZ City,68103,21,30,1854.03,50.0,3708.06,1,0,0,1,01/22/2007,219,0,18,9894.0,3352.92,11/05/2024,693.21,03/01/2025,Mobile App,0,2.0,776.0,0.0,0,776.0,0.0,0.0,0,0,0,0,18,13-24,POOL-2023-C,SVC003,INV_B,2023,2023Q3,01/31/2025,02/01/2025
USL0000233,ACCT1050046,06/19/2021,07/01/2021,05/13/2028,57600,31954.29,14.91,84,40,1108.59,Debt Consolidation,Direct Mail,C,C3,3,Current,0,Current,0,0,0,0,,638,624,-14,650,623.0,0.0656,0.364,763.02,27339.02,2278.25,2686.98,48.7,65.0,Source Verified,Employed,3,Finance,Administrator,Mortgage,1364.55,1,IL,Naperville,61891,5,25,4904.54,57.6,8514.83,1,0,0,0,01/29/2005,243,0,44,25645.71,23132.25,11/05/2024,1114.67,03/01/2025,Mobile App,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,44,37-48,POOL-2021-D,SVC003,INV_D,2021,2021Q2,01/31/2025,02/01/2025
USL0000234,ACCT7319803,09/01/2019,10/01/2019,08/11/2023,24500,3675.0,21.4,48,0,763.94,Debt Consolidation,Partner,D,D2,4,Current,0,Current,2,0,0,60,62.0,617,554,-63,613,604.0,0.1081,0.432,171.62,58743.16,4895.26,1015.84,15.6,20.8,Verified,Employed,7,CVS Health,Nurse,Rent,2231.35,0,VA,VA City,71046,23,26,5217.45,72.4,7206.42,0,2,0,0,05/18/2009,191,0,48,20825.0,15844.12,11/05/2024,874.46,03/01/2025,Mobile App,1,0.0,0.0,56.1,0,56.1,0.0,0.0,0,0,0,0,66,49+,POOL-2019-D,SVC002,RETAINED,2019,2019Q3,01/31/2025,02/01/2025
USL0000235,ACCT8458235,06/28/2024,07/01/2024,06/13/2027,43400,36226.94,20.83,36,29,1631.31,Business,Branch,D,D5,4,Current,0,Current,0,0,0,0,,580,559,-21,565,568.0,0.0878,0.244,776.1,35132.52,2927.71,3108.12,55.7,65.0,Verified,Self-Employed,19,UnitedHealth,Director,Mortgage,1779.5,0,TN,TN City,57861,23,25,2058.81,72.0,2859.46,1,0,0,0,10/12/2001,283,0,7,7173.06,4246.11,01/10/2025,1688.73,03/01/2025,Mobile App,1,4.0,1736.0,0.0,0,1736.0,0.0,0.0,0,0,0,0,7,0-12,POOL-2024-D,SVC003,INV_B,2024,2024Q2,01/31/2025,02/01/2025
USL0000236,ACCT7870893,06/22/2020,07/01/2020,06/07/2023,21700,3255.0,7.0,36,0,670.03,Credit Card Refinance,Direct Mail,A,A2,1,Current,0,Current,0,0,0,0,13.0,777,795,18,693,685.0,0.0095,0.353,10.92,76102.76,6341.9,3163.01,10.6,49.9,Verified,Other,30,Apple,Director,Own,0.0,0,IL,Chicago,37030,11,19,6240.03,54.7,11407.73,5,3,0,1,05/26/2014,130,0,36,18445.0,5676.08,10/27/2024,729.03,03/01/2025,ACH,1,1.0,217.0,0.0,50,267.0,0.0,0.0,0,0,0,0,56,49+,POOL-2020-C,SVC001,RETAINED,2020,2020Q2,01/31/2025,02/01/2025
USL0000237,ACCT8450440,06/23/2020,07/01/2020,06/02/2024,25000,3750.0,10.99,48,0,646.02,Education,Branch,B,B4,2,Current,0,Current,0,0,0,0,,702,721,19,661,673.0,0.0419,0.473,74.32,88690.32,7390.86,1565.0,8.7,21.2,Verified,Other,11,Microsoft,Consultant,Rent,1129.07,0,LA,LA City,43783,17,36,5119.61,54.7,9359.43,1,0,0,0,04/02/2008,204,0,48,21250.0,9758.96,01/27/2025,622.94,03/01/2025,Mobile App,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,56,49+,POOL-2020-B,SVC001,RETAINED,2020,2020Q2,01/31/2025,02/01/2025
USL0000238,ACCT9477284,05/02/2024,06/01/2024,04/22/2026,22700,15464.38,6.32,24,15,1009.35,Home Improvement,Broker,A,A1,1,Current,0,Current,0,0,0,0,,678,686,8,672,647.0,0.001,0.411,6.36,22267.59,1855.63,2192.52,54.4,65.0,Verified,Employed,15,Walmart,Coordinator,Rent,2735.64,0,CA,San Francisco,21658,27,41,5199.52,37.5,13865.39,1,0,0,0,01/28/2001,292,0,9,7235.62,1848.53,12/22/2024,1067.98,03/01/2025,Auto-Pay,1,4.0,908.0,0.0,0,908.0,0.0,0.0,0,0,0,0,9,0-12,POOL-2024-C,SVC003,INV_D,2024,2024Q2,01/31/2025,02/01/2025
USL0000239,ACCT3699685,12/31/2022,01/01/2023,12/10/2026,31700,17666.15,9.49,48,23,796.25,Credit Card Refinance,Branch,B,B2,2,Current,0,Current,0,0,0,0,,645,644,-1,657,679.0,0.0294,0.442,229.57,41591.91,3465.99,1246.98,23.0,36.0,Source Verified,Employed,15,Education,Consultant,Own,0.0,0,TN,TN City,45920,23,40,16127.58,44.2,36487.74,3,0,0,3,02/27/1991,413,0,25,14033.85,5872.4,01/03/2025,716.16,03/01/2025,ACH,0,4.0,1268.0,0.0,0,1268.0,0.0,0.0,0,0,0,0,25,25-36,POOL-2022-C,SVC002,RETAINED,2022,2022Q4,01/31/2025,02/01/2025
USL0000240,ACCT7821547,04/13/2020,05/01/2020,04/03/2022,16700,2505.0,12.88,24,0,793.01,Other,Broker,B,B4,2,Current,0,Current,0,0,0,0,37.0,746,746,0,640,662.0,0.0409,0.386,39.55,35483.48,2956.96,1710.76,26.8,57.9,Verified,Employed,1,JPMorgan Chase,Director,Rent,3084.25,0,PA,Philadelphia,70633,30,34,5089.44,70.9,7178.34,3,2,0,2,10/05/2018,77,0,24,14195.0,4837.24,11/21/2024,888.93,03/01/2025,Mobile App,0,1.5,250.5,0.0,0,250.5,0.0,0.0,0,0,0,0,58,49+,POOL-2020-C,SVC003,INV_A,2020,2020Q2,01/31/2025,02/01/2025
USL0000241,ACCT3091293,08/28/2020,09/01/2020,07/28/2026,16700,6250.9,16.09,72,19,363.08,Auto Repair,Branch,C,C5,3,Current,0,Current,0,0,0,0,,664,662,-2,637,627.0,0.0516,0.421,135.79,62096.01,5174.67,686.44,7.0,13.3,Verified,Employed,6,Apple,Associate,Rent,1926.43,1,KY,KY City,79720,13,23,3226.48,76.7,4206.62,1,0,1,0,09/20/2011,162,0,53,10449.1,8794.14,11/13/2024,394.66,03/01/2025,Mobile App,1,4.0,668.0,0.0,0,668.0,0.0,0.0,0,0,0,0,53,49+,POOL-2020-C,SVC003,INV_D,2020,2020Q3,01/31/2025,02/01/2025
USL0000242,ACCT7176404,12/12/2022,01/01/2023,11/10/2028,15500,10742.36,11.94,72,46,302.54,Major Purchase,Branch,B,B1,2,Current,0,Current,0,0,0,0,54.0,691,700,9,659,642.0,0.0383,0.493,202.84,44509.77,3709.15,2431.9,8.2,65.0,Verified,Self-Employed,13,Walmart,Consultant,Mortgage,2591.07,0,AZ,AZ City,94647,3,5,7169.9,66.1,10847.05,2,3,0,0,02/26/1992,400,0,26,4757.64,3108.4,11/06/2024,323.24,03/01/2025,Mobile App,1,1.5,232.5,0.0,0,232.5,0.0,0.0,0,0,0,0,26,25-36,POOL-2022-B,SVC001,INV_B,2022,2022Q4,01/31/2025,02/01/2025
USL0000243,ACCT7463428,04/01/2022,05/01/2022,02/23/2029,57400,37651.67,5.47,84,50,824.02,Debt Consolidation,Broker,A,A2,1,Current,0,Current,0,0,0,0,46.0,694,690,-4,699,706.0,0.001,0.275,10.35,69829.12,5819.09,2807.68,14.2,48.2,Not Verified,Employed,5,Alphabet,Specialist,Mortgage,917.76,1,NC,Raleigh,82967,5,25,5057.74,41.0,12335.95,1,2,0,0,03/30/2012,156,0,34,19748.33,8268.35,01/31/2025,788.79,03/01/2025,Mobile App,1,4.0,2296.0,0.0,0,2296.0,0.0,0.0,0,0,0,0,34,25-36,POOL-2022-A,SVC002,INV_C,2022,2022Q2,01/31/2025,02/01/2025
USL0000244,ACCT1428626,11/04/2023,12/01/2023,10/24/2025,32500,15234.38,7.64,24,9,1464.56,Major Purchase,Branch,A,A3,1,Current,0,Current,0,0,0,0,,685,685,0,712,727.0,0.0157,0.28,66.97,66663.53,5555.29,3033.9,26.4,54.6,Not Verified,Employed,11,JPMorgan Chase,Sales Rep,Other,1766.58,1,PA,Allentown,86791,24,35,2504.54,35.7,7015.52,3,0,0,0,12/13/1994,366,0,15,17265.62,4702.78,12/10/2024,1414.85,03/01/2025,Mobile App,1,2.0,650.0,0.0,0,650.0,0.0,0.0,0,0,0,0,15,13-24,POOL-2023-D,SVC002,INV_C,2023,2023Q4,01/31/2025,02/01/2025
USL0000245,ACCT4486195,05/30/2022,06/01/2022,04/23/2029,3400,2299.05,9.09,84,52,54.86,Other,Direct Mail,B,B2,2,Current,0,Current,0,0,0,0,,684,703,19,675,695.0,0.0365,0.371,31.13,56329.37,4694.11,1048.4,1.2,22.3,Not Verified,Self-Employed,26,Education,Supervisor,Other,1112.73,1,CO,CO City,93929,17,29,906.03,46.9,1931.83,2,0,0,1,10/29/2019,64,0,32,1100.95,654.57,12/28/2024,45.09,03/01/2025,Mobile App,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,32,25-36,POOL-2022-D,SVC003,INV_B,2022,2022Q2,01/31/2025,02/01/2025
USL0000246,ACCT5586403,05/04/2019,06/01/2019,03/28/2026,30900,9012.5,9.87,84,14,510.9,Education,Partner,B,B2,2,Current,0,Current,0,0,0,0,,642,604,-38,656,639.0,0.0459,0.59,244.07,123969.45,10330.79,965.29,4.9,9.3,Verified,Employed,8,Government,Technician,Own,0.0,1,TN,TN City,54298,15,17,12951.34,51.4,25197.16,1,0,0,0,08/25/2011,163,0,70,21887.5,13875.5,11/12/2024,415.99,03/01/2025,Auto-Pay,1,6.0,1854.0,0.0,0,1854.0,0.0,0.0,0,0,0,0,70,49+,POOL-2019-C,SVC003,INV_B,2019,2019Q2,01/31/2025,02/01/2025
USL0000247,ACCT5801048,04/26/2021,05/01/2021,04/10/2024,34100,5115.0,11.13,36,0,1118.49,Credit Card Refinance,Call Center,B,B3,2,Current,0,Current,0,0,0,0,,725,724,-1,645,684.0,0.0416,0.345,73.41,69437.49,5786.46,3588.35,19.3,62.0,Verified,Employed,26,Berkshire Hathaway,Consultant,Rent,1245.81,0,OH,Cincinnati,60092,10,21,6444.06,53.3,12090.17,4,0,0,2,11/16/1993,380,0,36,28985.0,11280.64,12/14/2024,1232.38,03/01/2025,Auto-Pay,0,1.0,341.0,0.0,0,341.0,0.0,0.0,0,0,0,0,45,37-48,POOL-2021-B,SVC003,INV_D,2021,2021Q2,01/31/2025,02/01/2025
USL0000248,ACCT3201075,11/23/2022,12/01/2022,11/02/2026,20000,13242.39,16.39,48,22,570.81,Major Purchase,Branch,C,C5,3,Charged Off,180,Charged Off,8,4,1,240,,586,597,11,609,581.0,0.0601,0.362,288.1,23966.87,1997.24,2785.39,28.6,65.0,Not Verified,Employed,24,JPMorgan Chase,Associate,Mortgage,820.4,0,CT,CT City,30572,12,18,1125.37,45.2,2489.76,4,0,0,0,03/13/1990,424,0,18,6757.61,3516.97,10/24/2024,569.2,,Check,0,1.5,300.0,288.29,0,588.29,990.47,12251.92,0,0,0,0,26,25-36,POOL-2022-A,SVC002,RETAINED,2022,2022Q4,01/31/2025,02/01/2025
USL0000249,ACCT8808732,05/28/2024,06/01/2024,05/13/2027,17900,14518.89,7.79,36,28,559.19,Education,Mobile App,A,A4,1,Current,0,Current,0,0,0,0,,705,684,-21,700,690.0,0.0034,0.421,20.78,62476.11,5206.34,2956.72,10.7,56.8,Source Verified,Employed,7,Government,Technician,Mortgage,3078.94,0,GA,Augusta,11254,14,19,6691.8,41.4,16163.77,0,0,0,0,02/04/1990,426,0,8,3381.11,1092.41,11/16/2024,502.59,03/01/2025,Check,1,0.0,0.0,0.0,50,50.0,0.0,0.0,0,0,0,0,8,0-12,POOL-2024-C,SVC001,INV_D,2024,2024Q2,01/31/2025,02/01/2025
USL0000250,ACCT7294090,07/16/2020,08/01/2020,06/25/2024,10000,1500.0,22.92,48,0,320.08,Moving/Relocation,Broker,E,E2,5,Current,0,Current,0,0,0,0,,523,526,3,576,546.0,0.1292,0.314,60.85,38315.36,3192.95,1233.79,10.0,38.6,Source Verified,Employed,2,JPMorgan Chase,Consultant,Own,0.0,0,SC,SC City,15670,21,28,9102.8,86.8,10487.1,6,0,0,0,12/31/2001,281,0,48,8500.0,6863.84,10/29/2024,320.51,03/01/2025,ACH,1,1.5,150.0,0.0,25,175.0,0.0,0.0,0,0,0,0,55,49+,POOL-2020-D,SVC001,RETAINED,2020,2020Q3,01/31/2025,02/01/2025
USL0000251,ACCT1256409,12/20/2021,01/01/2022,12/10/2023,18500,2775.0,5.29,24,0,814.03,Business,Branch,A,A1,1,Current,0,Current,0,0,0,0,81.0,716,706,-10,724,680.0,0.0012,0.367,1.22,33123.05,2760.25,3193.92,29.5,65.0,Not Verified,Employed,18,McKesson,Consultant,Other,2790.55,0,WI,WI City,96222,16,25,23807.02,36.5,65224.71,1,2,0,2,12/23/1994,366,0,24,15725.0,3811.72,01/22/2025,697.2,03/01/2025,Auto-Pay,0,1.0,185.0,0.0,0,185.0,0.0,0.0,0,0,0,0,37,37-48,POOL-2021-A,SVC002,INV_B,2021,2021Q4,01/31/2025,02/01/2025
USL0000252,ACCT4935162,12/23/2020,01/01/2021,12/13/2022,16400,2460.0,13.71,24,0,785.17,Other,Partner,C,C1,3,Current,0,Current,0,0,0,0,,597,630,33,616,645.0,0.0513,0.561,70.8,69480.57,5790.05,2858.25,13.6,49.4,Source Verified,Retired,25,CVS Health,Teacher,Rent,896.81,0,CA,San Diego,16820,16,26,1337.76,51.8,2582.55,1,0,0,4,05/17/1994,373,0,24,13940.0,4904.08,10/14/2024,748.15,03/01/2025,Check,0,3.0,492.0,0.0,0,492.0,0.0,0.0,0,0,0,0,50,49+,POOL-2020-A,SVC002,INV_A,2020,2020Q4,01/31/2025,02/01/2025
USL0000253,ACCT6167359,05/17/2019,06/01/2019,04/20/2024,34400,5160.0,12.38,60,0,771.83,Other,Online,B,B5,2,Current,0,Current,0,0,0,0,,637,623,-14,668,651.0,0.029,0.262,39.21,76636.4,6386.37,1224.52,12.1,19.2,Verified,Employed,2,Education,Driver,Rent,1528.79,1,VA,VA City,71844,9,12,1297.32,70.2,1848.03,3,0,0,1,05/20/1995,361,0,60,29240.0,17069.8,12/31/2024,890.29,03/01/2025,Check,0,1.0,344.0,0.0,0,344.0,0.0,0.0,0,0,0,0,69,49+,POOL-2019-D,SVC002,INV_D,2019,2019Q2,01/31/2025,02/01/2025
USL0000254,ACCT6931029,09/11/2019,10/01/2019,08/10/2025,22900,20829.1,6.16,72,7,381.25,Credit Card Refinance,Online,A,A2,1,30 DPD,30,30 DPD,1,1,1,90,39.0,734,728,-6,703,670.0,0.001,0.326,6.79,83396.61,6949.72,1838.61,5.5,26.5,Verified,Employed,29,Military,Engineer,Own,0.0,0,IL,Naperville,26774,24,40,1865.78,24.1,7741.83,5,1,0,0,08/08/1998,322,0,62,2070.9,21566.6,11/04/2024,389.48,,ACH,1,1.5,343.5,17.17,0,360.67,0.0,0.0,0,0,0,0,65,49+,POOL-2019-B,SVC001,INV_B,2019,2019Q3,01/31/2025,02/01/2025
USL0000255,ACCT8099054,03/29/2020,04/01/2020,03/03/2025,21000,3447.5,19.67,60,1,552.52,Wedding,Partner,D,D4,4,Current,0,Current,0,0,0,0,,594,601,7,609,601.0,0.1101,0.44,167.01,65366.69,5447.22,1727.19,10.1,31.7,Not Verified,Self-Employed,16,Self-Employed,Associate,Rent,3384.65,1,OK,OK City,61969,9,23,2462.52,25.5,9656.94,1,0,0,0,05/22/2012,154,0,59,17552.5,15046.18,12/17/2024,517.63,03/01/2025,Online Portal,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,59,49+,POOL-2020-C,SVC002,INV_B,2020,2020Q1,01/31/2025,02/01/2025
USL0000256,ACCT8106380,01/27/2019,02/01/2019,01/11/2022,33500,5025.0,20.72,36,0,1257.3,Credit Card Refinance,Partner,D,D4,4,Current,0,Current,0,0,0,0,,635,621,-14,592,642.0,0.0856,0.561,241.31,64849.46,5404.12,3163.04,23.3,58.5,Verified,Employed,17,Education,Director,Mortgage,3035.12,0,AL,AL City,10397,13,18,9756.51,60.7,16073.33,6,0,0,0,10/22/1996,344,0,36,28475.0,16787.8,11/30/2024,1410.74,03/01/2025,Online Portal,1,1.5,502.5,0.0,0,502.5,0.0,0.0,0,0,0,0,73,49+,POOL-2019-D,SVC002,INV_A,2019,2019Q1,01/31/2025,02/01/2025
USL0000257,ACCT5326068,07/26/2019,08/01/2019,07/15/2021,35600,5340.0,15.67,24,0,1737.48,Wedding,Mobile App,C,C2,3,Current,0,Current,0,0,0,0,48.0,617,581,-36,631,659.0,0.0549,0.485,142.19,66787.22,5565.6,2608.88,31.2,46.9,Source Verified,Employed,4,Retail,Engineer,Mortgage,1947.8,0,IL,Springfield,60043,11,23,1701.07,22.2,7662.48,1,1,0,1,10/08/2014,125,0,24,30260.0,11439.52,01/25/2025,1910.26,03/01/2025,Auto-Pay,1,4.0,1424.0,0.0,0,1424.0,0.0,0.0,0,0,0,0,67,49+,POOL-2019-D,SVC001,INV_A,2019,2019Q3,01/31/2025,02/01/2025
USL0000258,ACCT9743634,05/13/2019,06/01/2019,04/27/2022,9800,1470.0,7.05,36,0,302.82,Vacation,Call Center,A,A5,1,Current,0,Current,1,0,0,30,,725,755,30,708,745.0,0.001,0.365,0.54,75884.45,6323.7,1883.4,4.8,29.8,Not Verified,Retired,15,Alphabet,Nurse,Rent,2809.24,0,IN,IN City,17067,17,21,2069.89,45.9,4509.56,1,0,0,0,08/10/2013,139,0,36,8330.0,2571.52,10/09/2024,330.83,03/01/2025,Auto-Pay,1,5.0,490.0,30.88,0,520.88,0.0,0.0,0,0,0,1,69,49+,POOL-2019-A,SVC001,INV_B,2019,2019Q2,01/31/2025,02/01/2025
USL0000259,ACCT9051102,05/04/2019,06/01/2019,04/13/2023,11100,1665.0,24.92,48,0,367.55,Business,Broker,E,E4,5,Current,0,Current,0,0,0,0,4.0,500,489,-11,536,528.0,0.1281,0.584,124.56,94536.08,7878.01,2567.74,4.7,32.6,Verified,Employed,14,Retail,Administrator,Rent,2830.4,0,MD,MD City,71548,21,30,3311.87,82.4,4019.26,0,1,0,0,12/20/2009,184,0,48,9435.0,8207.4,12/26/2024,307.0,03/01/2025,Mobile App,1,5.0,555.0,0.0,25,580.0,0.0,0.0,0,0,0,0,70,49+,POOL-2019-C,SVC001,RETAINED,2019,2019Q2,01/31/2025,02/01/2025
USL0000260,ACCT9983546,12/13/2023,01/01/2024,11/06/2030,29200,25358.81,6.5,84,71,433.6,Major Purchase,Broker,A,A5,1,Current,0,Current,0,0,0,0,49.0,732,754,22,704,693.0,0.001,0.648,16.43,80364.38,6697.03,2287.86,6.5,34.2,Not Verified,Employed,9,CVS Health,Coordinator,Own,0.0,0,FL,Orlando,37618,20,31,4443.9,19.7,22557.87,3,2,0,0,11/27/2012,148,0,13,3841.19,1795.61,12/01/2024,508.21,03/01/2025,Mobile App,1,6.0,1752.0,0.0,0,1752.0,0.0,0.0,0,0,0,0,13,13-24,POOL-2023-D,SVC002,RETAINED,2023,2023Q4,01/31/2025,02/01/2025
USL0000261,ACCT2292733,10/04/2021,11/01/2021,09/13/2025,15800,4608.33,15.77,48,8,445.92,Wedding,Branch,C,C1,3,Current,0,Current,0,0,0,0,31.0,595,596,1,625,700.0,0.0444,0.436,89.21,63706.15,5308.85,2006.87,8.4,37.8,Verified,Retired,6,JPMorgan Chase,Technician,Own,0.0,1,IA,IA City,44432,19,34,18760.25,83.6,22440.49,2,2,0,3,06/26/1999,311,0,40,11191.67,6645.13,11/13/2024,390.99,03/01/2025,Online Portal,0,5.0,790.0,0.0,0,790.0,0.0,0.0,0,0,0,0,40,37-48,POOL-2021-C,SVC001,INV_D,2021,2021Q4,01/31/2025,02/01/2025
